start_date,summary,latitude,longitude,marker_color
2/21/11,"A group of 10 LRA attacked a vehicle carrying 3 passengers. As a result all the goods were looted, 1 passenger was killed, 1 injured, and 1 abducted. This attack happened southeast of Wando, DRC.",3.634,29.277,#2563A3
2/4/11,"LRA forces attacked a truck carrying civilians, killing a 9-year-old girl and injuring a 19-year-old man and 27-year-old woman. The attack took place east of Gangala na Bodio, DRC, on the Faradje-Dungu road.",3.6343,29.2827,#2563A3
3/28/13,"The 3 men who were abducted by 10 LRA forces the night before, were forced to help loot a truck as it was traveling along the Dungu-Faradje road, 18 km east of Gangala na Bodio, DRC. The looting took place at 16:30.",3.6344,29.2826,#2563A3
5/29/13,"Suspected LRA forces, led by a man with one eye, attacked a truck 18 km east of Gangala na Bodio, DRC. They looted various food and non-food items and abducted the driver and his assistant, aged 46 and 22, to carry the goods.",3.6361,29.2866,#2563A3
4/22/10,"A group of 5 LRA forces were spotted near Bagulupo, DRC.",3.637,29.022,#2563A3
6/6/11,"On June 6th, 2011, a group of about 30 suspected LRA attacked Bagulupo, DRC and looted about ten households.",3.637,29.022,#2563A3
6/8/11,"The LRA attacked and looted Bagulupo, DRC a second time in the same week on June 8th, 2011.",3.637,29.022,#2563A3
2/10/12,"5 LRA men looted food and medicine from a small health care center and abducted a man and his wife to act as carriers of the looted goods. This happened east of Dungu in Bagulupa, DRC.",3.637,29.022,#2563A3
2/10/12,"LRA  forces released a woman abducted from Bagulupa, DRC. She had been abducted to carry looted goods; her husband was not released as he had been killed while in captivity.",3.637,29.022,#2563A3
2/10/12,"LRA forces stabbed a man to death after he fell while carrying two sacks of flour and corn near the Dungu river at Bagulupa, DRC. Earlier in the day the man had been abducted with his wife.",3.637,29.022,#2563A3
2/17/12,"Around 20 heavily armed LRA forces attacked Bagulupa, DRC abducting 1 man and looting food items from the town. Among the LRA forces were 7 women and 3 children.",3.637,29.022,#2563A3
2/23/12,"2 civilians, abducted earlier in the evening from Bagulupa, DRC by the LRA, escaped unharmed.",3.637,29.022,#2563A3
2/23/12,"Overnight, roughly 40 LRA attacked Bagulupa, DRC. 3 people were abducted, and the LRA looted food and clothes from the community.",3.637,29.022,#2563A3
1/13/10,"After LRA forces attacked the village of Napusi, DRC on January 13th, 2010, security forces pursued and clashed with the LRA.",3.63892,28.58046,#2563A3
1/13/10,"LRA forces attacked Napusi, DRC killing 5 people and wounding 6.",3.63892,28.58046,#2563A3
1/9/11,"Security forces and suspected LRA clashed 90 km from Dungu, DRC along the Dungu-Faradje road in DRC.  1 civilian and 1 LRA were reportedly killed.",3.6395,29.288,#2563A3
6/13/13,"8 suspected and armed LRA forces, with women and children in town, looted a house and a shop at the Hangashabu locality near Manga Saba, DRC.",3.63999,29.37038,#2563A3
6/13/13,"9 suspected and armed LRA forces accompanied by children, stopped a vehicle near Manga Saba, DRC, which is along the road between Route 4 and Sambia, DRC. The driver and passengers fled while the assailants looted 12 cases of soft drinks before leaving.",3.63999,29.37038,#2563A3
2/15/11,"LRA forces killed 2 merchants on their motorbikes near the village of Sambia, DRC. The LRA proceeded to take anything of value off the corpses.",3.64,29.398,#2563A3
3/8/12,LRA forces abducted a man as they traveled along the Dungu-Faradje road in the DRC. He was used as a porter.,3.64027,28.76965,#2563A3
3/8/12,"At approximately 3:00 PM, security forces arrested a man who was suspected to be LRA along the Dungu-Faradje road in the DRC. The arrested person had rasta style hair.",3.6407,28.7627,#2563A3
11/17/10,"2 people were able to escape from LRA captivity after being abducted from the community of Pumuzika, DRC.",3.64072,29.41692,#2563A3
11/17/10,"LRA forces attacked Pumuzika, DRC, and killed 1 man by crushing his skull. 4 others were also abducted.",3.64072,29.41692,#2563A3
3/2/12,"A man and boy, abducted the day before along the Dungu-Faradje road in the DRC, were released by LRA forces. Their abductors left them with a note addressed to local security forces, explaining that the LRA will continue to attack to obtain food.",3.643,29.125,#2563A3
8/5/11,"An LRA combatant was captured by security forces near Dungu, DRC, on August 5th. Upon being questioned, he explained that he was sent to seek out a good place to loot supplies.",3.644,28.537,#2563A3
3/8/12,"LRA forces abducted 1 man and looted food from multiple houses along the Dungu-Faradje road in the DRC. This incident along with increased LRA activity in the area has caused the local population to flee, especially along the Dungu-Faradje road.",3.6443,28.7887,#2563A3
9/2/09,"A girl who was abducted earlier in the day by LRA forces in Zumass, which is near Dungu, DRC, managed to escape.",3.645,28.5531,#2563A3
9/2/09,"Approximately 6 LRA elements attacked the community of Zumass, which is 2 km from Dungu on the Ngilima road in the DRC . The assailants abducted 2 girls and shot an elderly man, who is believed to be in his 60s, in his left arm.",3.645,28.5531,#2563A3
3/9/12,"LRA forces released 2 men they had abducted the night before to use as porters. The men were released along the Dungu-Faradje road at the village of Navakasa, DRC. This location is an approximation.",3.6452,28.7795,#2563A3
3/6/12,"Around 3:00 PM, 4 presumed LRA combatants ambushed a civilian traveling on a motorcycle east of Dungu, DRC and unsuccessfully attempted to steal food from the rider as he had no food.",3.647,28.763,#2563A3
9/13/09,"Suspected LRA forces were sighted near Kilikili, DRC on Sept 13th and 14th, 2009.",3.6474,28.5737,#2563A3
1/23/10,"LRA forces wounded 1 civilian, abducted another, and looted Kilikili, DRC, during an attack on January 23rd, 2010.",3.6474,28.5737,#2563A3
7/22/13,"Approximately 33 suspected LRA forces attacked a truck and 2 motorcyclist about 95 km east of Dungu, DRC, along the Dungu-Faradje road. While the truck was being looted, security forces came across the incident and opened fire on the looters, who fled.",3.6475,29.3067,#2563A3
1/8/09,"This is part of the Christmas Massacres. 11 people were killed by LRA forces in Akua, DRC.",3.648,29.435,#2563A3
3/11/12,"LRA forces released 3 men who they abducted near Akua, DRC earlier in the day.",3.648,29.435,#2563A3
3/11/12,"Armed LRA forces abducted 1 man near Akua, DRC. This is the 3rd in a series of 3 abductions by this group on March 11th.",3.648,29.435,#2563A3
3/11/12,"A group of armed LRA abducted 1 man as he was traveling through Akua, DRC. This is the 1st in a series of 3 abductions by this group on March 11th.",3.648,29.435,#2563A3
3/11/12,"LRA forces abducted 1 man near Akua, DRC as he was traveling from Sambia, DRC. This is the 2nd in a series of 3 abductions by this group on March 11th.",3.648,29.4533,#2563A3
8/2/10,"4 LRA members kidnapped reportedly a 13-year-old boy south of Gaduma-Mala, DRC and stole his crops.",3.6481,29.7087,#2563A3
1/9/11,6 LRA clashed with security forces at a crossroads along the Dungu-Faradje road in the DRC. This is also a military checkpoint. 1 civilian died in the crossfire.,3.6489,29.3153,#2563A3
1/11/11,3 civilians transporting goods were attacked by LRA combatants at a crossroads along the Dungu to Faradje road in the DRC. The LRA took the goods left behind as the civilians fled.,3.6489,29.3153,#2563A3
4/25/11,"A group of 9 suspected LRA combatants attacked a supply convoy guarded by security forces 90km east of Dungu, DRC along the Dungu-Faradje Road. After taking fire, the security forces fired warning shots and the combatants fled into the forest.",3.6489,29.3153,#2563A3
4/26/11,"5 suspected LRA blocked 2 vehicles at a crossroads on the Dungu-Faradje road in the DRC, and started firing at the convoy. The security forces returned fire, scattering the combatants into the bush.",3.6489,29.3153,#2563A3
2/4/11,"LRA combatants ambushed a vehicle near the community of Nangume, DRC. 1 woman & 2 young children were seriously wounded and a 12 year old girl was brutally killed. LRA looted the vehicle and were reportedly heard speaking Acholi.",3.64997,29.30414,#2563A3
5/3/11,"LRA members ambushed 5 civilians on May 3rd, 2011, at Nangume, DRC. The LRA members looted goods and abducted 1 civilian to carry the goods.",3.64997,29.30414,#2563A3
3/16/11,"LRA forces attacked traders on the road between Dungu and Faradje, DRC and looted their goods. The LRA forces were scared off when security force trucks happened upon the scene.",3.65,29.31,#2563A3
3/6/12,"4 LRA combatants abducted 1 hunter during a clash with local security forces about 26km east of  Dungu, DRC.",3.653,28.783,#2563A3
10/1/09,"On October 1st, 2009, LRA forces killed 1 civilian in Dingila, DRC.",3.6532,26.0585,#2563A3
5/1/11,"Over the course of May 2011, suspected LRA forces abducted 5 civilians during attacks on Lukutu, Nganga and Tubu, all located roughly 10 km away from Dingila, DRC.",3.6532,26.0585,#2563A3
5/19/11,"On May 19th, LRA forces released 9 adults to Tubu, DRC near Dingila after being abducted the night before. The 13 children who were also abducted were not released.",3.6532,26.0585,#2563A3
6/15/10,"LRA were spotted near the village of Nakale, DRC on June 15th, 2010.",3.65348,28.57338,#2563A3
6/16/10,"2 people abducted by LRA combatants from Kpaika were rescued by the FARDC near Nakale, DRC on June 16th, 2010.",3.65348,28.57338,#2563A3
6/25/10,"A man escaped from the LRA near Nakale, DRC, after having been abducted 2 weeks before. He had been abducted with 2 family members, 1 was killed in captivity and 1 was still with the LRA at the time of the victim's escape.",3.65348,28.57338,#2563A3
11/7/10,"The 22-year-old woman abducted by LRA combatants from Nangwende, DRC, in January escaped and was found by security forces a few days later at Nakale, near Dungu. She was abducted with 5 others (mostly family members), but was the only one who survived.",3.65348,28.57338,#2563A3
3/17/12,"LRA forces encountered a hunter near Nakale, DRC,  and gave him a letter addressed to security forces, expressing their desire to surrender.",3.65348,28.57338,#2563A3
3/1/12,"4 LRA forces abducted a man and boy aged 17 and 22, and looted their food. The combatants were reportedly wearing both camouflage and civilian clothing, and were speaking broken Lingala. This happened along the Dungu-Faradje road in DRC.",3.656,29.07,#2563A3
5/22/11,"A group of suspected LRA forces attacked an unknown location along the Dungu-Faradje road in DRC on May 22, 2011.  The attackers looted food from one home, kidnapped a 15-year-old girl, and shot and wounded the owner of the looted home.",3.6561,29.0573,#2563A3
2/15/10,"1 of the 2 civilians abducted by LRA members on February 10th, 2010 was able to escape near Niangara, DRC, on February 15th, 2010.",3.657,27.818,#2563A3
1/26/10,"A small group of LRA attacked security forces in Lanzi, DRC on the morning of January 26th, 2010.",3.6582,28.5641,#2563A3
6/16/10,"Security forces and LRA forces clashed in Lanzi, DRC. There are no details surrounding the event or the location.",3.6582,28.5641,#2563A3
5/21/13,3 suspected LRA forces carrying lots of luggage were spotted crossing the Dungu-Faradje road heading south in the DRC. They were spotted by a group of park rangers and civilians who were traveling along the road.,3.6584,29.0125,#2563A3
12/26/09,A small number of LRA forces were spotted north of the town of Dungu along the main road between Dungu and Ngilima in the DRC. They fled after seeing security forces.,3.659,28.55,#2563A3
8/14/08,"On August 14th, 2008, 4 LRA forces reportedly defected near Kiliwa, DRC.",3.66,27.543,#2563A3
8/15/08,"As reported on August 15th, 2008, an LRA camp of roughly 300 LRA forces was sighted by a civilian east of Kiliwa, DRC.",3.66,27.543,#2563A3
12/16/09,"This is the 11th incident in the Makombo Massacres. On the way to Kiliwa, DRC, they killed at least 5 abductees and killed many more in Kiliwa. They camped in the town overnight. Approximately 25 people were killed in total.",3.66,27.543,#2563A3
12/27/09,"LRA forces and security forces clashed at Nangwende, DRC.",3.66307,28.46764,#2563A3
1/2/10,"LRA members were spotted on January 2, 2010 in Nangwende, DRC, between Ngilima and Dungu.",3.66307,28.46764,#2563A3
1/3/10,"LRA forces attacked Nangwende, DRC, looting the village and burning down homes.",3.66307,28.46764,#2563A3
4/6/10,"Suspected LRA forces fired at security forces in Nangwende, DRC on April 6th, 2010.",3.66307,28.46764,#2563A3
4/20/10,"As reported on April 20th, LRA forces were spotted near Nangwende, DRC.",3.66307,28.46764,#2563A3
1/4/10,"Security forces arrested an suspected LRA member in Ondolea, DRC.",3.664,29.342,#2563A3
1/23/10,"LRA forces attacked Nanvii, DRC, and abducted 1 person.",3.6644,28.5715,#2563A3
11/4/09,"Suspected LRA forces abducted 2 boys near Bamokandi, DRC, on November 4th, 2009.",3.666,28.549,#2563A3
5/12/09,"LRA forces attacked a community near Dungu, DRC on May 12th, 2009. Security forces quickly responded, killing 1 LRA member. LRA forces killed 1 female and injured 1 male during the incident.",3.6672,28.5402,#2563A3
1/25/11,"LRA forces abducted a park ranger's 2 daughters and looted his house at the edge of Garamba National Park near Gangala na Bodio, DRC.",3.669,29.164,#2563A3
12/5/10,"LRA forces abducted an 8-year-old boy from Dungu, DRC, after looting several homes and attempting to abduct other children.",3.6704,28.5914,#2563A3
12/14/09,This is the 1st incident in the Dec 2009 Makombo Massacres.  25-40 LRA crossed the Uele river in DRC and approached an elderly woman and  looted her home. They abducted and killed an unknown number of locals.,3.671,27.467,#2563A3
12/14/09,"This is the 2nd incident in the Makombo Massacres. Upon arriving in Mabanga Ya Talo on December 14th, 2009, the LRA began to kill and abduct local civilians. At least 40 people were abducted and an unknown number were killed.",3.671,27.467,#2563A3
12/15/09,"An elderly man who had been abducted the day before during the Makombo Massacres in DRC was released near the Uele River on December 15th, 2009.",3.6731,27.4885,#2563A3
8/2/08,"LRA forces reportedly looted Nangbe, DRC between August 2nd and 8th, 2008.",3.67624,28.52735,#2563A3
1/5/10,"18 LRA forces clashed with security forces on the Dungu-Faradje road near Nagero, DRC.",3.6775,29.3519,#2563A3
8/18/09,"LRA forces attacked 2 men roughly 5 km outside of Nangbende, DRC. 1 of the men was killed during the attack.",3.6794,28.481,#2563A3
1/13/10,"LRA combatants abducted 2 men from Nangbende, DRC, and looted goods on January 13th, 2010.",3.6794,28.481,#2563A3
1/3/10,"Security forces arrested a suspected LRA member in Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
6/21/10,"2 LRA forces were captured by security forces in Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
1/9/11,"Suspected LRA forces ambushed 6 local traders and abducted 1 of the traders near Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
1/9/11,"LRA forces attacked and killed a security force member and a farmer near Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
1/14/11,"9 people transporting goods by motorcycles were attacked by suspected LRA combatants near Gangala na Bodio, DRC. The goods and 1 motorcycle were looted, and the remaining 8 were damaged.",3.6797,29.1357,#2563A3
1/24/11,"LRA forces attacked Gangala na Bodio, DRC killing 2 civilians.",3.6797,29.1357,#2563A3
1/25/11,"Suspected LRA forces killed 2 men in Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
5/22/11,"1 was killed and 1 abducted when LRA forces attacked Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
6/4/11,"Suspected LRA forces killed a man near a spring in Gangala na Bodio, DRC, on June 4th, 2011.",3.6797,29.1357,#2563A3
6/13/11,"LRA fighters ambushed 2 men transporting fuel by motorbike at Gangala na Bodio, DRC on June 13th, 2011. 1 man was abducted, and the other managed to escape. The LRA then emptied the fuel cans before stealing them.",3.6797,29.1357,#2563A3
8/24/11,"LRA forces killed a 26-year-old pregnant woman, her 1-year-old daughter, and another member of the community in Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
3/28/13,Armed and suspected LRA forces ambushed 3 men who were traveling and looted their goods before abducting 2 of the men. The third man managed to escape. This attack took place a few kilometers outside of Gangala na Bodio.,3.6797,29.1357,#2563A3
5/29/13,"A driver and an assistant, who were abducted earlier in the day by LRA forces to carry goods, were released and returned to Gangala na Bodio, DRC.",3.6797,29.1357,#2563A3
8/1/10,"LRA members looted houses in the village of Gaduma-Mala, DRC.",3.68003,29.7181,#2563A3
8/3/10,"The 13-year-old boy who had been abducted by the LRA near Gaduma-Mala, DRC on August 2, 2010, was released the next day.",3.68003,29.7181,#2563A3
11/4/08,"As reported on November 4th, 2008, LRA forces attacked Kakalika, DRC, leading to a mass displacement of the population towards Dungu, DRC. This attack happened sometime before the major attack in Dungu on November 1st, 2008.",3.6801,28.6117,#2563A3
1/15/10,"LRA members killed 2 civilians in Kakalika, DRC on January 15th, 2010.",3.6801,28.6117,#2563A3
5/10/10,"LRA forces killed 2 civilians and injured 1 child at Kakalika, DRC on May 10th, 2010.",3.6801,28.6117,#2563A3
9/19/10,"LRA members attacked and looted villagers outside of Niangara, DRC.",3.6825,27.8883,#2563A3
5/1/10,"As reported on May 1st, 2010, security forces captured 2 young LRA members around Niangara, DRC.",3.6839,27.878,#2563A3
10/1/09,"LRA members killed 1 civilian and abducted 8 others at Zengbe, DRC, on October 1st, 2009.",3.684,27.228,#2563A3
3/22/12,"2 young boys spotted 2 LRA forces, a man and woman, near Nakale, DRC. The boys fled, but it was later discovered that the 2 LRA members wished to surrender.",3.684,28.57,#2563A3
2/6/11,"A group of 10 LRA attacked a transport,  looting food along the Faradje-Dungu road in the DRC. One nurse was abducted and food and money were taken from the passengers.",3.685,29.42,#2563A3
3/31/10,"LRA forces released 1 woman near Kaka, DRC on March 31st, 2010. The woman had been abducted about 10 days before her release.",3.6851,28.4168,#2563A3
3/17/13,"On March 17th, 2013, 2 men on motorcycles traveling from Kurukwata towards Dungu, DRC, were looted by at least 15 LRA forces, including women and 4 armed men. The assailants told the victims that they do not want to hurt anyone but they needed food.",3.686,29.4163,#2563A3
7/27/13,"Garamba Park Rangers encountered an LRA group while they were on patrol between Gangala na Bodio and Nagero, DRC. After an exchange of fire, an 18-year-old Congolese man was able to escape from captivity and was taken back to the GNP station.",3.6861,29.4163,#2563A3
3/9/12,LRA forces released a woman after she was abducted earlier in the day along the Dungu to Faradje Road in the DRC. The exact location of her release remains unclear.,3.68614,29.41559,#2563A3
3/9/12,"LRA members shot and injured 2 men traveling in a private vehicle along the Dungu to Faradje Road in the DRC. The combatants also abducted 1 woman after she fell out during the attack, and looted her money and clothing.",3.68614,29.41559,#2563A3
2/25/13,"In the morning of February 25th, 2013, 2 cyclists going from Aba, DRC, to Sambia, DRC, were ambushed by 6 suspected LRA forces. Both victims were looted of their goods but then managed to escape.",3.6865,29.415,#2563A3
12/14/09,"The 3rd incident in the Makombo Massacres. On the road between Mabanga Ya Talo and Makombo, 22 bodies were buried, at least 40 other bodies were reported. 10 of the men killed had been tied to trees and hit with machetes. 1 man survived with injuries.",3.687,27.381,#2563A3
8/30/13,"2 suspected LRA forces were sighted several times over the course of 2 days. They indicated their will to defect to one civilian, but fled before security forces arrived. These sightings occurred 7 km north of Dungu, DRC.",3.687,28.52,#2563A3
2/25/13,"6 suspected LRA forces ambushed  2 merchants on motorcycles 15 km east of Nagero, DRC. Both merchants managed to escape, leaving the assailants to take their motorcycle batteries and merchandise.",3.6875,29.409,#2563A3
2/8/13,"A 15-year-old boy was released from LRA forces south of Masabe, DRC, by the Dungu river. He reported that he had been abducted in Niangara years earlier.",3.6878,29.1007,#2563A3
7/22/11,"LRA combatants were seen walking a road near Dungu, DRC on July 22nd. Some were armed and wore military uniforms.",3.688,28.562,#2563A3
8/23/11,"A man and a woman are presumed abducted by LRA forces after disappearing while traveling  through a small community known as Mangasaba, DRC, on Aug 23. Their motorcycle and the man's belt was found one week later with no sign of the travelers.",3.6882,29.4265,#2563A3
8/24/11,"While traveling by motorcycle, a man, pregnant woman, and a young child disappeared near Mangasaba, DRC. This is the second incident of missing travelers in Mangasaba during the week of Aug 24th.",3.6882,29.4265,#2563A3
8/29/11,"A man abducted by suspected LRA on August 24 at Mangasaba, DRC, was found dead and his body mutilated. The woman and child who were abducted at the same time are still missing.",3.6882,29.4265,#2563A3
3/21/12,"LRA forces released a 15 year old boy and a woman a few hours after their abduction near Mangasaba, DRC.",3.6882,29.4265,#2563A3
3/21/12,"9 LRA forces abducted a 15-year-old boy and a woman near Mangasaba, DRC and looted all of their belongings, including fish and civilian clothing. They were reportedly in captivity for only a few hours.",3.6882,29.4265,#2563A3
12/13/11,"30 suspected LRA, including men, women, and children, looted a truck en route to Nagero, DRC, on December 13th, 2011. No injuries were reported, but the driver is missing.",3.6883,29.4074,#2563A3
2/24/13,"4 armed LRA men and 3 boys stopped 6 people who were traveling the Dungu-Faradje road in the DRC. Once stopped, 2 of the passengers escaped. The LRA forces proceeded to loot the vehicle and abducted the 4 remaining civilians, including a 13-year-old girl.",3.68865,29.40003,#2563A3
3/19/13,"4 LRA forces ambushed 2 men near the Nangume river along the Dungu-Faradje road in the DRC. 1 man was able to escape, but the other was captured and had food, clothing, and other items looted from him before he was released.",3.68865,29.40003,#2563A3
1/16/13,"A civilian sighted suspected LRA forces comprised of 6 armed men, 2 children, 4 women and 1 baby crossing the road around the community of Route 4, DRC. Security forces were unable to follow the group as they set fire to the bush to cover their tracks.",3.6887,29.3889,#2563A3
11/1/13,"A sick Congolese woman with a 3-year-old child escaped in early November from the LRA to Route 4, DRC, after 4 years in captivity. She had been abducted from Masombo or Kpanangbala. Security forces picked her up upon her escape.",3.6887,29.3889,#2563A3
11/4/08,"As reported on November 4th, 2008, LRA forces attacked Linakofo, DRC, leading to a mass displacement of the population towards Dungu, DRC. This attack happened sometime before the major attack in Dungu on November 1st, 2008.",3.6889,28.6133,#2563A3
1/13/10,"In an attack on Linakofo, DRC, on January 13th, 2010, LRA forces killed 2 people and abducted 10 others.",3.6889,28.6133,#2563A3
1/24/10,"35 LRA members attacked Linakofo, DRC on January 24th, 2010. They burned down and looted homes.",3.6889,28.6133,#2563A3
1/26/10,"As reported on January 26, 2010, 7 LRA members were seen near Linakofo, DRC.",3.6889,28.6133,#2563A3
3/27/10,"A girl escaped from suspected LRA forces on March 27th, 2010, near Linakofo, DRC.",3.6889,28.6133,#2563A3
3/27/10,"Suspected LRA forces attacked Linakofo, DRC on March 27th, 2010 and abducted 1 girl.",3.6889,28.6133,#2563A3
3/27/10,"LRA forces abducted 3 children from Linakofo, DRC, on March 27th, 2010.",3.6889,28.6133,#2563A3
4/27/10,"LRA forces abducted 1 girl on April 27th, 2010 at Linakofo, DRC. She was rescued 2 days later.",3.6889,28.6133,#2563A3
6/8/10,"LRA members looted various goods from Linakofo, DRC.",3.6889,28.6133,#2563A3
6/20/10,"LRA forces attacked Linakofo, DRC on June 20th, 2010 and seriously wounded a civilian.",3.6889,28.6133,#2563A3
6/30/10,"LRA forces were reported near Linakofo, DRC.",3.6889,28.6133,#2563A3
12/8/10,"7 LRA combatants entered Linakofo, DRC, and abducted 2 boys, aged 8 and 10. The LRA combatants were traced by regional security forces who lost track of them the next morning.",3.6889,28.6133,#2563A3
3/11/14,"A group of 9 armed suspected LRA forces speaking a poor Lingala attempted to abduct 3 fishermen near Niangara, DRC. 2 of the fishermen managed to escape, but 1 fisherman remains in captivity. He is reportedly around 27-years-old.",3.689583,27.990323,#2563A3
7/24/08,"At an unclear point in time between the 24th and 26th of July, 2008, LRA forces killed approximately 20 civilians during an attack on Niangara, DRC. This attack was followed by a clash with security forces.",3.69014,27.88888,#2563A3
6/24/09,"LRA forces reportedly killed 20 men, women, and children in Niangara, DRC. Security forces also clashed with the LRA during this attack.",3.69014,27.88888,#2563A3
8/12/11,"Shortly after their abduction, a pregnant woman and a 6 months old baby were released by LRA forces. The mother of the baby is reportedly still in captivity.",3.69014,27.88888,#2563A3
8/12/11,"3 suspected LRA forces abducted 2 women, one of them reportedly pregnant, in Niangara, DRC. The other woman had a 6 month-old baby with her.",3.69014,27.88888,#2563A3
11/30/13,"A 12-year-old boy who was abducted 5 days previously escaped LRA captivity and arrived in Niangara, DRC, on November 30, 2013.  The boy reportedly buried the weapon given to him before escaping. He is currently with local security forces.",3.69014,27.88888,#2563A3
2/11/12,"A 12-year-old girl escaped from LRA forces and was found off the main road near Nagero, DRC. She had been abducted a month earlier on January 8th near Djabir, DRC.",3.6912,29.5349,#2563A3
2/9/12,"Near Nagero, DRC, a security force member sighted 4 armed suspected LRA men several meters away. He asked them what they were doing and they began shooting at him. He returned their fire and fled to inform others.",3.69365,29.44572,#2563A3
12/21/10,"LRA combatants stopped and looted a toyota pick-up along the road from Dungu to Faradje, DRC.",3.694,29.443,#2563A3
12/31/12,"On December 31st, 2012, 7 suspected armed LRA forces comprised of 5 men in uniforms, 1 man in civilian clothes and 1 woman - attempted to attack a civilian coach east of Nangume, DRC, but fled when they saw security forces were on board.",3.695,29.374,#2563A3
3/27/13,"3 men were ambushed and abducted by 10 LRA forces comprised of 5 armed men, 2 women, 2 boys, and a 12-year-old girl. The men were fishing at the Nazambaime and Dungu river confluence north of Gangala na Bodio, DRC.",3.6962,29.1446,#2563A3
3/28/13,"A day after their abduction by 10 LRA forces and being forced to help loot a truck along the Dungu-Faradje road in the DRC, the 3 men were taken back to where they were abducted and released with 2 phones and 7,000 Ugandan shillings.",3.6962,29.1446,#2563A3
2/10/12,"5 suspected LRA released a woman abducted on February 9th near Nagero, DRC. The assailants kept her clothes.",3.6968,29.4812,#2563A3
5/9/09,"LRA forces entered a village near Gangala na Bodio, DRC on May 9th, 2009. Civilians then alerted security forces who responded and clashed with the LRA forces.",3.697,29.29,#2563A3
8/10/11,"2 women escaped from LRA forces after being abducted earlier that day near Nagero, DRC.",3.6974,29.4749,#2563A3
7/1/11,"In the late hours of July 1st, 6 businessmen were attacked by LRA forces near Faradje, DRC. The man who was leading the group was shot and killed instantly. The 5 others were wounded but able to escape. Their goods were stolen.",3.6979,29.4549,#2563A3
7/20/13,"Suspected LRA forces abducted 4 civilians and looted various crops during an attack at Masabe, DRC.",3.701,29.1,#2563A3
2/10/11,"LRA forces attacked the community of Motoba near Faradje in the DRC, killing 1 woman and abducting 3 boys and 2 girls.",3.70196,29.71639,#2563A3
2/9/12,"Near Nagero, DRC, 5 suspected LRA abducted a woman cooking sweet potatoes in a field. The woman was forced to show the men the closest home, which was 3 km away, so they could loot food. 2 other women were also reportedly raped by the group.",3.7028,29.4926,#2563A3
1/15/10,"LRA combatants allegedly killed 1 civilian in Apudu, DRC on January 15, 2010.",3.705,28.565,#2563A3
12/16/09,"LRA forces attacked a group of travelers at the Duru Bridge, northwest of Dungu, DRC, but all were able to escape.",3.7062,28.1918,#2563A3
7/12/10,"Along the road from Dungu, DRC to Ngilima, DRC suspected LRA combatants attacked and killed 2 civilians. Date and plotted location are approximate.",3.707,28.444,#2563A3
1/25/10,"LRA forces and security forces clashed north of Dungu, DRC. 10 LRA members were injured and 5 abductees were released.",3.707,28.567,#2563A3
12/11/10,"LRA forces abducted 4 boys during an attack near Niangara, DRC.",3.709,27.865,#2563A3
12/12/10,"The 4 boys abducted by LRA forces the day before escaped and returned home near Niangara, DRC.",3.709,27.865,#2563A3
8/30/09,"LRA forces clashed with security forces in Gangala na Bodio between August 30th and September 2nd, 2009.",3.7101,29.28727,#2563A3
1/27/10,"On January 27th, 2010, LRA members attacked Quartier Zande, DRC killing 2 people, wounding 1 person, and lighting houses on fire.",3.7111,27.8883,#2563A3
4/13/10,"A woman who'd been abducted by LRA forces was brutally tortured in captivity in Quartier Zande, DRC. They clasped her lips together with pliers and then forced a young captive to cut off her lips and one of her ears. She was released 5 days later.",3.7111,27.8883,#2563A3
4/13/10,"At least 1 woman was abducted by LRA members on April 13th, 2010 at Quartier Zande, DRC. She was later horribly mutilated in captivity and then released.",3.7111,27.8883,#2563A3
4/18/10,"After being abducted from Quartier Zande, DRC and mutilated, a young woman was released by LRA members on April 18th, 2010.",3.7111,27.8883,#2563A3
3/24/14,"A group of 14 suspected LRA forces abducted a Congolese man and looted food and non-food items from 11 households in the community of Wawe, near Niangara, DRC.",3.7113,27.9111,#2563A3
5/5/09,"LRA forces abducted 1 teenage boy from Kaka, DRC on May 5th, 2009.  He was then used as a combatant and was able to escape in December 2009.",3.71196,28.42062,#2563A3
1/4/10,"LRA members abducted 3 people in Kakalika, DRC, on January, 4th, 2010.",3.71196,28.42062,#2563A3
1/9/10,"7 LRA forces abducted at least 6 civilians from Kaka and Nangwende, DRC and the surrounding fields on January 9th. An unspecified, but short number days later, 5 of the abductees were executed.",3.71196,28.42062,#2563A3
1/11/10,"Several days after being abducted from Kaka, DRC by the LRA, 5 of 6 abductees were executed on the way to a camp near the intersection of the Uele and Duru rivers. This date is an approximation.",3.71196,28.42062,#2563A3
1/12/10,"LRA forces abducted at least 1 civilian on January 12th, 2010 at Kaka, DRC.",3.71196,28.42062,#2563A3
1/21/10,"LRA members killed 2 civilians on January 21st, 2010 in Kaka II, DRC.",3.71196,28.42062,#2563A3
3/24/10,"LRA members attempted to abduct 2 women traveling with 1 security force member near Kaka, DRC on March 24th, 2010. During the clash, the 2 women were able to run away.",3.71196,28.42062,#2563A3
